Top End Customer Parent Name,Sold To Name,Ship To Name,Product Family,Prod Sub Family,Stwd BizOps PlatformName,Density,OPN,Customer PO (Backlog),Sales Document Type,Sales Document,Sales Document Line Item,Sales Document Schedule Line,Sales Document Created Date,Week,RDD Date,RDD Week,RDD Month,RDD Quarter,First SSD,SSD Date,SSD Week,SSD Month,SSD Quarter,SDD Date,SDD Week,SDD Month,SDD Quarter,TMAD Date,TMAD Week,TMAD Month,TMAD Quarter,CMAD Date,Today CMAD Date,CMAD Week,CMAD Month,CMAD Quarter,Delivery Block Name,Delivery Block Reason,Delivery,Today Delivery,Scheduled Quantity,Today Scheduled Quantity,Unscheduled Quantity,Total Backlog Quantity,Delivery Quantity,Open Delivery Quantity,Staged Delivery Quantity,Unit Price Amount,Total Backlog Amount,Route,Plant,Ship To City,Ship To Country
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028080,ZOR,3000188602,10,1,2024-07-08,2024W42,2024-10-21,2024W43,2024M10,2024Q4,,,,,,,,,,2024-10-14,2024W42,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028080,ZOR,3000188602,10,2,2024-07-08,2024W44,2024-10-21,2024W43,2024M10,2024Q4,2025-07-21,2024-11-04,2024W45,2024M11,2024Q4,2024-11-09,2024W45,2024M11,2024Q4,2024-10-14,2024W42,2024M10,2024Q4,2024-11-01,,2024W44,2024M11,2024Q4,,,,,2280,,0,2280,,,,$1200.00,$2736000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028080,ZOR,3000188602,15,1,2024-07-08,2024W46,2024-11-18,2024W47,2024M11,2024Q4,,,,,,,,,,2024-11-11,2024W46,2024M11,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028080,ZOR,3000188602,15,2,2024-07-08,2024W47,2024-11-18,2024W47,2024M11,2024Q4,2025-11-13,2024-11-25,2024W48,2024M12,2024Q4,2024-11-30,2024W48,2024M12,2024Q4,2024-11-11,2024W46,2024M11,2024Q4,2024-11-22,,2024W47,2024M11,2024Q4,,,,,498,,0,498,,,,$1200.00,$597600,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028080,ZOR,3000188602,20,1,2024-07-08,2024W39,2024-10-02,2024W40,2024M10,2024Q4,,,,,,,,,,2024-09-25,2024W39,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028080,ZOR,3000188602,20,2,2024-07-08,2024W39,2024-10-02,2024W40,2024M10,2024Q4,2024-10-07,2024-09-30,2024W40,2024M10,2024Q4,2024-10-05,2024W40,2024M10,2024Q4,2024-09-25,2024W39,2024M09,2024Q3,2024-09-27,,2024W39,2024M09,2024Q3,,,,,120,,0,120,,,,$1200.00,$144000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028081,ZOR,3000188603,10,1,2024-07-08,2024W46,2024-11-18,2024W47,2024M11,2024Q4,,,,,,,,,,2024-11-11,2024W46,2024M11,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028081,ZOR,3000188603,10,2,2024-07-08,2024W47,2024-11-18,2024W47,2024M11,2024Q4,2025-07-21,2024-11-25,2024W48,2024M12,2024Q4,2024-11-30,2024W48,2024M12,2024Q4,2024-11-11,2024W46,2024M11,2024Q4,2024-11-22,,2024W47,2024M11,2024Q4,,,,,3222,,0,3222,,,,$1200.00,$3866400,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028082,ZOR,3000188606,10,1,2024-07-08,2024W47,2024-11-25,2024W48,2024M12,2024Q4,,,,,,,,,,2024-11-18,2024W47,2024M11,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028082,ZOR,3000188606,10,2,2024-07-08,2024W47,2024-11-25,2024W48,2024M12,2024Q4,2025-07-28,2024-11-25,2024W48,2024M12,2024Q4,2024-11-30,2024W48,2024M12,2024Q4,2024-11-18,2024W47,2024M11,2024Q4,2024-11-22,,2024W47,2024M11,2024Q4,,,,,3222,,0,3222,,,,$1200.00,$3866400,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028083,ZOR,3000188617,10,1,2024-07-08,2024W48,2024-12-02,2024W49,2024M12,2024Q4,2025-07-28,2024-11-27,2024W48,2024M12,2024Q4,2024-12-02,2024W49,2024M12,2024Q4,2024-11-25,2024W48,2024M12,2024Q4,2024-11-25,,2024W48,2024M12,2024Q4,,,,,2220,,0,2220,,,,$1200.00,$2664000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028083,ZOR,3000188617,15,1,2024-07-08,2024W47,2024-11-25,2024W48,2024M12,2024Q4,,,,,,,,,,2024-11-18,2024W47,2024M11,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028083,ZOR,3000188617,15,2,2024-07-08,2024W47,2024-11-25,2024W48,2024M12,2024Q4,2024-12-16,2024-11-25,2024W48,2024M12,2024Q4,2024-11-30,2024W48,2024M12,2024Q4,2024-11-18,2024W47,2024M11,2024Q4,2024-11-22,,2024W47,2024M11,2024Q4,,,,,996,,0,996,,,,$1200.00,$1195200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028084,ZOR,3000188618,10,1,2024-07-08,2024W49,2024-12-09,2024W50,2024M12,2024Q4,2025-07-28,2024-12-04,2024W49,2024M12,2024Q4,2024-12-09,2024W50,2024M12,2024Q4,2024-12-02,2024W49,2024M12,2024Q4,2024-12-02,,2024W49,2024M12,2024Q4,,,,,822,,0,822,,,,$1200.00,$986400,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028084,ZOR,3000188618,15,1,2024-07-08,2024W48,2024-12-02,2024W49,2024M12,2024Q4,2024-12-23,2024-11-27,2024W48,2024M12,2024Q4,2024-12-02,2024W49,2024M12,2024Q4,2024-11-25,2024W48,2024M12,2024Q4,2024-11-25,,2024W48,2024M12,2024Q4,,,,,31,,0,31,0.0,0.0,0.0,$1200.00,$37200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028084,ZOR,3000188618,15,2,2024-07-08,2024W48,2024-12-02,2024W49,2024M12,2024Q4,2024-12-23,2024-12-02,2024W49,2024M12,2024Q4,2024-12-07,2024W49,2024M12,2024Q4,2024-11-25,2024W48,2024M12,2024Q4,2024-11-29,,2024W48,2024M12,2024Q4,,,,,2369,,0,2369,,,,$1200.00,$2842800,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028085,ZOR,3000188619,10,1,2024-07-08,2024W49,2024-12-09,2024W50,2024M12,2024Q4,2025-07-28,2024-12-04,2024W49,2024M12,2024Q4,2024-12-09,2024W50,2024M12,2024Q4,2024-12-02,2024W49,2024M12,2024Q4,2024-12-02,,2024W49,2024M12,2024Q4,,,,,2346,,0,2346,,,,$1200.00,$2815200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028086,ZOR,3000188620,10,1,2024-07-08,2024W49,2024-12-09,2024W50,2024M12,2024Q4,2025-07-28,2024-12-04,2024W49,2024M12,2024Q4,2024-12-09,2024W50,2024M12,2024Q4,2024-12-02,2024W49,2024M12,2024Q4,2024-12-02,,2024W49,2024M12,2024Q4,,,,,1746,,0,1746,,,,$1200.00,$2095200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028193,ZOR,3000193446,5,1,2024-07-23,2024W50,2024-12-16,2024W51,2024M12,2024Q4,2024-12-30,2024-12-11,2024W50,2024M12,2024Q4,2024-12-16,2024W51,2024M12,2024Q4,2024-12-09,2024W50,2024M12,2024Q4,2024-12-09,,2024W50,2024M12,2024Q4,,,,,930,,0,930,,,,$1200.00,$1116000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028194,ZOR,3000193447,5,1,2024-07-23,2024W50,2024-12-16,2024W51,2024M12,2024Q4,2024-12-30,2024-12-11,2024W50,2024M12,2024Q4,2024-12-16,2024W51,2024M12,2024Q4,2024-12-09,2024W50,2024M12,2024Q4,2024-12-09,,2024W50,2024M12,2024Q4,,,,,3216,,0,3216,,,,$1200.00,$3859200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028195,ZOR,3000193448,5,1,2024-07-23,2024W51,2024-12-23,2024W52,2024M12,2024Q4,2024-12-30,2024-12-18,2024W51,2024M12,2024Q4,2024-12-23,2024W52,2024M12,2024Q4,2024-12-16,2024W51,2024M12,2024Q4,2024-12-16,,2024W51,2024M12,2024Q4,,,,,3222,,0,3222,,,,$1200.00,$3866400,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028196,ZOR,3000193449,5,1,2024-07-23,2024W51,2024-12-23,2024W52,2024M12,2024Q4,2024-12-30,2024-12-18,2024W51,2024M12,2024Q4,2024-12-23,2024W52,2024M12,2024Q4,2024-12-16,2024W51,2024M12,2024Q4,2024-12-16,,2024W51,2024M12,2024Q4,,,,,606,,0,606,,,,$1200.00,$727200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028196,ZOR,3000193449,10,1,2024-07-23,2024W52,2024-12-30,2025W01,2025M01,2025Q1,2024-12-30,2024-12-25,2024W52,2024M12,2024Q4,2024-12-30,2025W01,2025M01,2025Q1,2024-12-23,2024W52,2024M12,2024Q4,2024-12-23,,2024W52,2024M12,2024Q4,,,,,2616,,0,2616,,,,$1200.00,$3139200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028197,ZOR,3000193451,5,1,2024-07-23,2024W52,2024-12-30,2025W01,2025M01,2025Q1,2024-12-25,2024-12-25,2024W52,2024M12,2024Q4,2024-12-30,2025W01,2025M01,2025Q1,2024-12-23,2024W52,2024M12,2024Q4,2024-12-23,,2024W52,2024M12,2024Q4,,,,,3216,,0,3216,,,,$1200.00,$3859200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028198,ZOR,3000193452,5,1,2024-07-23,2024W52,2025-01-06,2025W02,2025M01,2025Q1,2025-01-06,2024-12-31,2025W01,2025M01,2025Q1,2025-01-06,2025W02,2025M01,2025Q1,2024-12-28,2024W52,2024M12,2024Q4,2024-12-28,,2024W52,2024M12,2024Q4,,,,,3222,,0,3222,,,,$1200.00,$3866400,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028199,ZOR,3000193453,5,1,2024-07-23,2025W02,2025-01-13,2025W03,2025M01,2025Q1,,,,,,,,,,2025-01-06,2025W02,2025M01,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028199,ZOR,3000193453,5,2,2024-07-23,2025W09,2025-01-13,2025W03,2025M01,2025Q1,2025-01-13,2025-03-03,2025W10,2025M03,2025Q1,2025-03-08,2025W10,2025M03,2025Q1,2025-01-06,2025W02,2025M01,2025Q1,2025-02-28,,2025W09,2025M03,2025Q1,,,,,2346,,0,2346,,,,$1200.00,$2815200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028200,ZOR,3000193454,5,1,2024-07-23,2025W03,2025-01-20,2025W04,2025M01,2025Q1,,,,,,,,,,2025-01-13,2025W03,2025M01,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028200,ZOR,3000193454,5,2,2024-07-23,2025W30,2025-01-20,2025W04,2025M01,2025Q1,2025-01-15,2025-07-28,2025W31,2025M08,2025Q3,2025-08-02,2025W31,2025M08,2025Q3,2025-01-13,2025W03,2025M01,2025Q1,2025-07-25,,2025W30,2025M07,2025Q3,,,,,3450,,0,3450,,,,$1200.00,$4140000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028343,ZOR,3000194917,5,1,2024-07-29,2025W04,2025-01-27,2025W05,2025M02,2025Q1,,,,,,,,,,2025-01-20,2025W04,2025M01,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028343,ZOR,3000194917,5,2,2024-07-29,2025W30,2025-01-27,2025W05,2025M02,2025Q1,2025-01-22,2025-07-28,2025W31,2025M08,2025Q3,2025-08-02,2025W31,2025M08,2025Q3,2025-01-20,2025W04,2025M01,2025Q1,2025-07-25,,2025W30,2025M07,2025Q3,,,,,3450,,0,3450,,,,$1200.00,$4140000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028431,ZOR,3000194472,5,1,2024-07-26,2025W03,2025-01-27,2025W05,2025M02,2025Q1,2025-03-10,2025-01-20,2025W04,2025M01,2025Q1,2025-01-27,2025W05,2025M02,2025Q1,2025-01-17,2025W03,2025M01,2025Q1,2025-01-17,,2025W03,2025M01,2025Q1,,,,,6,,0,6,,,,$1200.00,$7200,SUZEUS,5SUZ,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028432,ZOR,3000194474,5,1,2024-07-26,2025W05,2025-02-03,2025W06,2025M02,2025Q1,,,,,,,,,,2025-01-27,2025W05,2025M02,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028432,ZOR,3000194474,5,2,2024-07-26,2025W30,2025-02-03,2025W06,2025M02,2025Q1,2025-01-29,2025-07-28,2025W31,2025M08,2025Q3,2025-08-02,2025W31,2025M08,2025Q3,2025-01-27,2025W05,2025M02,2025Q1,2025-07-25,,2025W30,2025M07,2025Q3,,,,,3450,,0,3450,,,,$1200.00,$4140000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028563,ZOR,3000198147,5,1,2024-08-07,2025W06,2025-02-10,2025W07,2025M02,2025Q1,,,,,,,,,,2025-02-03,2025W06,2025M02,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028563,ZOR,3000198147,5,2,2024-08-07,2025W30,2025-02-10,2025W07,2025M02,2025Q1,2025-07-21,2025-07-28,2025W31,2025M08,2025Q3,2025-08-02,2025W31,2025M08,2025Q3,2025-02-03,2025W06,2025M02,2025Q1,2025-07-25,,2025W30,2025M07,2025Q3,,,,,3960,,0,3960,,,,$1200.00,$4752000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028564,ZOR,3000198148,5,1,2024-08-07,2025W04,2025-02-03,2025W06,2025M02,2025Q1,2025-04-14,2025-01-27,2025W05,2025M02,2025Q1,2025-02-03,2025W06,2025M02,2025Q1,2025-01-24,2025W04,2025M01,2025Q1,2025-01-24,,2025W04,2025M01,2025Q1,,,,,6,,0,6,,,,$1200.00,$7200,SUZEUS,5SUZ,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028937,ZOR,3000202586,5,1,2024-08-22,2025W07,2025-02-17,2025W08,2025M02,2025Q1,,,,,,,,,,2025-02-10,2025W07,2025M02,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028937,ZOR,3000202586,5,2,2024-08-22,2025W30,2025-02-17,2025W08,2025M02,2025Q1,2025-04-14,2025-07-28,2025W31,2025M08,2025Q3,2025-08-02,2025W31,2025M08,2025Q3,2025-02-10,2025W07,2025M02,2025Q1,2025-07-25,,2025W30,2025M07,2025Q3,,,,,90,,0,90,,,,$1200.00,$108000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028938,ZOR,3000202588,5,1,2024-08-22,2025W08,2025-02-24,2025W09,2025M03,2025Q1,,,,,,,,,,2025-02-17,2025W08,2025M02,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028938,ZOR,3000202588,5,2,2024-08-22,2025W30,2025-02-24,2025W09,2025M03,2025Q1,2025-04-14,2025-07-28,2025W31,2025M08,2025Q3,2025-08-02,2025W31,2025M08,2025Q3,2025-02-17,2025W08,2025M02,2025Q1,2025-07-25,,2025W30,2025M07,2025Q3,,,,,96,,0,96,,,,$1200.00,$115200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028939,ZOR,3000202589,5,1,2024-08-22,2025W09,2025-03-03,2025W10,2025M03,2025Q1,,,,,,,,,,2025-02-24,2025W09,2025M03,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028939,ZOR,3000202589,5,2,2024-08-22,2025W30,2025-03-03,2025W10,2025M03,2025Q1,2025-04-14,2025-07-28,2025W31,2025M08,2025Q3,2025-08-02,2025W31,2025M08,2025Q3,2025-02-24,2025W09,2025M03,2025Q1,2025-07-25,,2025W30,2025M07,2025Q3,,,,,90,,0,90,,,,$1200.00,$108000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028940,ZOR,3000202584,5,1,2024-08-22,2025W05,2025-02-10,2025W07,2025M02,2025Q1,2025-04-14,2025-02-03,2025W06,2025M02,2025Q1,2025-02-10,2025W07,2025M02,2025Q1,2025-01-31,2025W05,2025M02,2025Q1,2025-01-31,,2025W05,2025M02,2025Q1,,,,,6,,0,6,,,,$1200.00,$7200,SUZEUS,5SUZ,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028996,ZOR,3000203418,5,1,2024-08-26,2025W10,2025-03-10,2025W11,2025M03,2025Q1,,,,,,,,,,2025-03-03,2025W10,2025M03,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028996,ZOR,3000203418,5,2,2024-08-26,2025W30,2025-03-10,2025W11,2025M03,2025Q1,2025-06-09,2025-07-28,2025W31,2025M08,2025Q3,2025-08-02,2025W31,2025M08,2025Q3,2025-03-03,2025W10,2025M03,2025Q1,2025-07-25,,2025W30,2025M07,2025Q3,,,,,96,,0,96,,,,$1200.00,$115200,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028997,ZOR,3000203419,5,1,2024-08-26,2025W11,2025-03-17,2025W12,2025M03,2025Q1,,,,,,,,,,2025-03-10,2025W11,2025M03,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028997,ZOR,3000203419,5,2,2024-08-26,2025W30,2025-03-17,2025W12,2025M03,2025Q1,2025-06-09,2025-07-28,2025W31,2025M08,2025Q3,2025-08-02,2025W31,2025M08,2025Q3,2025-03-10,2025W11,2025M03,2025Q1,2025-07-25,,2025W30,2025M07,2025Q3,,,,,90,,0,90,,,,$1200.00,$108000,PENEUS,5PEN,ESCHWEILER,DE
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC. DE 2470.58.340,STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,2881028998,ZOR,3000203420,5,1,2024-08-26,2025W12,2025-03-24,2025W13,2025M03,2025Q1,,,,,,,,,,2025-03-17,2025W12,2025M03,2025Q1,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENEUS,5PEN,ESCHWEILER,DE
