Top End Customer Parent Name,Sold To Name,Ship To Name,Product Family,Prod Sub Family,Stwd BizOps PlatformName,Density,OPN,Customer PO (Backlog),Sales Document Type,Sales Document,Sales Document Line Item,Sales Document Schedule Line,Sales Document Created Date,Week,RDD Date,RDD Week,RDD Month,RDD Quarter,First SSD,SSD Date,SSD Week,SSD Month,SSD Quarter,SDD Date,SDD Week,SDD Month,SDD Quarter,TMAD Date,TMAD Week,TMAD Month,TMAD Quarter,CMAD Date,Today CMAD Date,CMAD Week,CMAD Month,CMAD Quarter,Delivery Block Name,Delivery Block Reason,Delivery,Today Delivery,Scheduled Quantity,Today Scheduled Quantity,Unscheduled Quantity,Total Backlog Quantity,Delivery Quantity,Open Delivery Quantity,Staged Delivery Quantity,Unit Price Amount,Total Backlog Amount,Route,Plant,Ship To City,Ship To Country
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,GENESIS,GENESIS,MILAN,36.0,100-000000322,1077568713,ZOR,3000207829,5,1,2024-09-06,2024W40,2024-10-07,2024W41,2024M10,2024Q4,2024-10-04,2024-10-04,2024W40,2024M10,2024Q4,2024-10-07,2024W41,2024M10,2024Q4,2024-10-02,2024W40,2024M10,2024Q4,2024-10-02,,2024W40,2024M10,2024Q4,,,,,15,,57,72,,,,$600.00,$43200,PENTW,5PEN,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",KINGSTON TECHNOLOGY INTERNATIONAL,KINGSTON TECHNOLOGY INTERNATIONAL L,STONES,STONES,GENOA,96.0,100-000000789,6000079292,ZREP,3000204278,10,1,2024-08-27,2024W30,2024-08-02,2024W31,2024M08,2024Q3,,,,,,,,,,2024-07-26,2024W30,2024M07,2024Q3,,,,,,,Z1,,,0,,1,1,,,,$0.00,$0,SINTW,5SIN,HSIN CHU,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077473202,ZOR,3000183159,5,1,2024-06-25,2024W38,2024-09-28,2024W39,2024M09,2024Q3,2024-10-04,2024-09-24,2024W39,2024M09,2024Q3,2024-09-28,2024W39,2024M09,2024Q3,2024-09-20,2024W38,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,30,,0,30,,,,$2260.00,$67800,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077493397,ZOR,3000188599,10,1,2024-07-08,2024W38,2024-09-28,2024W39,2024M09,2024Q3,2024-10-18,2024-09-24,2024W39,2024M09,2024Q3,2024-09-28,2024W39,2024M09,2024Q3,2024-09-20,2024W38,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,408,,0,408,,,,$2260.00,$922080,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077517314,ZOR,3000194464,5,1,2024-07-26,2024W40,2024-10-07,2024W41,2024M10,2024Q4,2024-10-03,2024-10-03,2024W40,2024M10,2024Q4,2024-10-07,2024W41,2024M10,2024Q4,2024-09-30,2024W40,2024M10,2024Q4,2024-09-30,,2024W40,2024M10,2024Q4,,,,,36,,0,36,,,,$2260.00,$81360,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077517315,ZOR,3000194465,5,1,2024-07-26,2024W44,2024-11-04,2024W45,2024M11,2024Q4,2024-10-17,2024-10-31,2024W44,2024M11,2024Q4,2024-11-04,2024W45,2024M11,2024Q4,2024-10-29,2024W44,2024M11,2024Q4,2024-10-29,,2024W44,2024M11,2024Q4,,,,,300,,0,300,,,,$2260.00,$678000,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077517315,ZOR,3000194465,10,1,2024-07-26,2024W43,2024-10-28,2024W44,2024M11,2024Q4,2024-10-25,2024-10-24,2024W43,2024M10,2024Q4,2024-10-28,2024W44,2024M11,2024Q4,2024-10-22,2024W43,2024M10,2024Q4,2024-10-22,,2024W43,2024M10,2024Q4,,,,,108,,0,108,,,,$2260.00,$244080,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077517316,ZOR,3000194467,5,1,2024-07-26,2024W45,2024-11-11,2024W46,2024M11,2024Q4,2024-11-08,2024-11-07,2024W45,2024M11,2024Q4,2024-11-11,2024W46,2024M11,2024Q4,2024-11-05,2024W45,2024M11,2024Q4,2024-11-05,,2024W45,2024M11,2024Q4,,,,,498,,0,498,,,,$2260.00,$1125480,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077517316,ZOR,3000194467,10,1,2024-07-26,2024W47,2024-11-25,2024W48,2024M12,2024Q4,2024-11-22,2024-11-21,2024W47,2024M11,2024Q4,2024-11-25,2024W48,2024M12,2024Q4,2024-11-19,2024W47,2024M11,2024Q4,2024-11-19,,2024W47,2024M11,2024Q4,,,,,558,,0,558,,,,$2260.00,$1261080,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077517318,ZOR,3000194470,5,1,2024-07-26,2024W38,2024-09-28,2024W39,2024M09,2024Q3,2024-09-19,2024-09-24,2024W39,2024M09,2024Q3,2024-09-28,2024W39,2024M09,2024Q3,2024-09-20,2024W38,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,96,,0,96,,,,$2260.00,$216960,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077534936,ZOR,3000199517,5,1,2024-08-12,2024W47,2024-11-25,2024W48,2024M12,2024Q4,2024-11-20,2024-11-22,2024W47,2024M11,2024Q4,2024-11-25,2024W48,2024M12,2024Q4,2024-11-20,2024W47,2024M11,2024Q4,2024-11-20,,2024W47,2024M11,2024Q4,,,,,930,,0,930,,,,$2260.00,$2101800,PENTW,5PEN,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077542886,ZOR,3000201003,5,1,2024-08-16,2024W48,2024-12-02,2024W49,2024M12,2024Q4,2024-11-29,2024-11-29,2024W48,2024M12,2024Q4,2024-12-02,2024W49,2024M12,2024Q4,2024-11-27,2024W48,2024M12,2024Q4,2024-11-27,,2024W48,2024M12,2024Q4,,,,,1500,,0,1500,,,,$2260.00,$3390000,PENTW,5PEN,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077552642,ZOR,3000203389,5,1,2024-08-26,2024W49,2024-12-09,2024W50,2024M12,2024Q4,2024-12-06,2024-12-06,2024W49,2024M12,2024Q4,2024-12-09,2024W50,2024M12,2024Q4,2024-12-04,2024W49,2024M12,2024Q4,2024-12-04,,2024W49,2024M12,2024Q4,,,,,2502,,0,2502,,,,$2260.00,$5654520,PENTW,5PEN,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077561296,ZOR,3000205657,5,1,2024-09-02,2024W50,2024-12-16,2024W51,2024M12,2024Q4,2024-12-13,2024-12-13,2024W50,2024M12,2024Q4,2024-12-16,2024W51,2024M12,2024Q4,2024-12-11,2024W50,2024M12,2024Q4,2024-12-11,,2024W50,2024M12,2024Q4,,,,,1740,,0,1740,,,,$2260.00,$3932400,PENTW,5PEN,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077465477,ZOR,3000177837,5,1,2024-06-17,2024W38,2024-09-23,2024W39,2024M09,2024Q3,,2024-09-19,2024W38,2024M09,2024Q3,2024-09-23,2024W39,2024M09,2024Q3,2024-09-16,2024W38,2024M09,2024Q3,2024-09-16,,2024W38,2024M09,2024Q3,,,806690853.0,806690853.0,240,,0,240,240.0,240.0,,$2260.00,$542400,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,96.0,100-000000789,1077493396,ZOR,3000188598,10,1,2024-07-08,2024W38,2024-09-23,2024W39,2024M09,2024Q3,,2024-09-19,2024W38,2024M09,2024Q3,2024-09-23,2024W39,2024M09,2024Q3,2024-09-16,2024W38,2024M09,2024Q3,2024-09-16,,2024W38,2024M09,2024Q3,,,806690856.0,806690856.0,12,,0,12,12.0,12.0,,$2260.00,$27120,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN CORPORATION TAINAN BRANCH,WIWYNN CORP TAINAN BRANCH (WYLZ),STONES,STONES,GENOA,96.0,100-000000789,60083228,ZOR,3000199868,5,1,2024-08-13,2024W39,2024-10-02,2024W40,2024M10,2024Q4,2024-10-23,2024-09-28,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-26,2024W39,2024M09,2024Q3,2024-09-26,,2024W39,2024M09,2024Q3,,,,,174,,0,174,,,,$2260.00,$393240,HK2TW4,5HK2,KAOHSIUNG CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN CORPORATION TAINAN BRANCH,WIWYNN CORP TAINAN BRANCH (WYLZ),STONES,STONES,GENOA,96.0,100-000000789,60083897,ZOR,3000199870,5,1,2024-08-13,2024W39,2024-09-30,2024W40,2024M10,2024Q4,2024-09-26,2024-09-26,2024W39,2024M09,2024Q3,2024-09-30,2024W40,2024M10,2024Q4,2024-09-24,2024W39,2024M09,2024Q3,2024-09-24,,2024W39,2024M09,2024Q3,,,,,354,,0,354,,,,$2260.00,$800040,HK2TW4,5HK2,KAOHSIUNG CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN CORPORATION TAINAN BRANCH,WIWYNN CORP TAINAN BRANCH (WYLZ),STONES,STONES,GENOA,96.0,100-000000789,60084708,ZOR,3000201224,5,1,2024-08-18,2024W39,2024-09-30,2024W40,2024M10,2024Q4,2024-09-25,2024-09-26,2024W39,2024M09,2024Q3,2024-09-30,2024W40,2024M10,2024Q4,2024-09-24,2024W39,2024M09,2024Q3,2024-09-24,,2024W39,2024M09,2024Q3,,,,,126,,0,126,,,,$2260.00,$284760,HK2TW4,5HK2,KAOHSIUNG CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN CORPORATION TAINAN BRANCH,WIWYNN CORP TAINAN BRANCH (WYLZ),STONES,STONES,GENOA,96.0,100-000000789,60084708,ZOR,3000201224,10,1,2024-08-18,2024W50,2024-12-16,2024W51,2024M12,2024Q4,2024-10-18,2024-12-13,2024W50,2024M12,2024Q4,2024-12-16,2024W51,2024M12,2024Q4,2024-12-11,2024W50,2024M12,2024Q4,2024-12-11,,2024W50,2024M12,2024Q4,,,,,270,,0,270,,,,$2260.00,$610200,PENTW,5PEN,KAOHSIUNG CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN INTERNATIONAL CORPORATION,WIWYNN INTERNATIONAL CORPORATION-BO,STONES,STONES,GENOA,96.0,100-000000789,60081643,ZOR,3000192473,5,1,2024-07-19,2024W44,2024-11-04,2024W45,2024M11,2024Q4,2024-11-07,2024-10-31,2024W44,2024M11,2024Q4,2024-11-04,2024W45,2024M11,2024Q4,2024-10-29,2024W44,2024M11,2024Q4,2024-10-29,,2024W44,2024M11,2024Q4,,,,,762,,0,762,,,,$2260.00,$1722120,HK2DUS,5HK2,EL PASO,US
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN INTERNATIONAL CORPORATION,WIWYNN INTERNATIONAL CORPORATION-BO,STONES,STONES,GENOA,96.0,100-000000789,60084468,ZOR,3000200773,5,1,2024-08-15,2024W47,2024-11-25,2024W48,2024M12,2024Q4,2024-11-18,2024-11-21,2024W47,2024M11,2024Q4,2024-11-25,2024W48,2024M12,2024Q4,2024-11-19,2024W47,2024M11,2024Q4,2024-11-19,,2024W47,2024M11,2024Q4,,,,,456,,0,456,,,,$2260.00,$1030560,HK2DUS,5HK2,EL PASO,US
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN INTERNATIONAL CORPORATION,WIWYNN INTERNATIONAL CORPORATION-BO,STONES,STONES,GENOA,96.0,100-000000789,60084468,ZOR,3000200773,10,1,2024-08-15,2024W49,2024-12-09,2024W50,2024M12,2024Q4,2024-12-05,2024-12-05,2024W49,2024M12,2024Q4,2024-12-09,2024W50,2024M12,2024Q4,2024-12-03,2024W49,2024M12,2024Q4,2024-12-03,,2024W49,2024M12,2024Q4,,,,,264,,0,264,,,,$2260.00,$596640,HK2DUS,5HK2,EL PASO,US
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN INTERNATIONAL CORPORATION,WIWYNN INTERNATIONAL CORPORATION-BO,STONES,STONES,GENOA,96.0,100-000000789,60084468,ZOR,3000200773,15,1,2024-08-15,2024W52,2024-12-30,2025W01,2025M01,2025Q1,2024-12-25,2024-12-25,2024W52,2024M12,2024Q4,2024-12-30,2025W01,2025M01,2025Q1,2024-12-23,2024W52,2024M12,2024Q4,2024-12-23,,2024W52,2024M12,2024Q4,,,,,588,,0,588,,,,$2260.00,$1328880,PENDUS,5PEN,EL PASO,US
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN INTERNATIONAL CORPORATION,WIWYNN INTERNATIONAL CORPORATION-BO,STONES,STONES,GENOA,96.0,100-000000789,60084468,ZOR,3000200773,20,1,2024-08-15,2025W01,2025-01-06,2025W02,2025M01,2025Q1,2024-12-31,2025-01-02,2025W01,2025M01,2025Q1,2025-01-06,2025W02,2025M01,2025Q1,2024-12-30,2025W01,2025M01,2025Q1,2024-12-30,,2025W01,2025M01,2025Q1,,,,,258,,0,258,,,,$2260.00,$583080,HK2DUS,5HK2,EL PASO,US
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN INTERNATIONAL CORPORATION,WIWYNN INTERNATIONAL CORPORATION-BO,STONES,STONES,GENOA,96.0,100-000000789,60084468,ZOR,3000200773,25,1,2024-08-15,2025W02,2025-01-13,2025W03,2025M01,2025Q1,2025-01-08,2025-01-09,2025W02,2025M01,2025Q1,2025-01-13,2025W03,2025M01,2025Q1,2025-01-07,2025W02,2025M01,2025Q1,2025-01-07,,2025W02,2025M01,2025Q1,,,,,180,,0,180,,,,$2260.00,$406800,HK2DUS,5HK2,EL PASO,US
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN INTERNATIONAL CORPORATION,WIWYNN INTERNATIONAL CORPORATION-BO,STONES,STONES,GENOA,96.0,100-000000789,60084468,ZOR,3000200773,30,1,2024-08-15,2025W03,2025-01-20,2025W04,2025M01,2025Q1,2025-01-15,2025-01-15,2025W03,2025M01,2025Q1,2025-01-20,2025W04,2025M01,2025Q1,2025-01-13,2025W03,2025M01,2025Q1,2025-01-13,,2025W03,2025M01,2025Q1,,,,,180,,0,180,,,,$2260.00,$406800,PENDUS,5PEN,EL PASO,US
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN INTERNATIONAL CORPORATION,WIWYNN INTERNATIONAL CORPORATION-BO,STONES,STONES,GENOA,96.0,100-000000789,60084468,ZOR,3000200773,35,1,2024-08-15,2025W04,2025-01-27,2025W05,2025M02,2025Q1,2025-01-22,2025-01-22,2025W04,2025M01,2025Q1,2025-01-27,2025W05,2025M02,2025Q1,2025-01-20,2025W04,2025M01,2025Q1,2025-01-20,,2025W04,2025M01,2025Q1,,,,,378,,0,378,,,,$2260.00,$854280,PENDUS,5PEN,EL PASO,US
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN INTERNATIONAL CORPORATION,WIWYNN INTERNATIONAL CORPORATION-BO,STONES,STONES,GENOA,96.0,100-000000789,60075790,ZOR,3000169794,45,1,2024-05-28,2024W38,2024-09-23,2024W39,2024M09,2024Q3,,2024-09-19,2024W38,2024M09,2024Q3,2024-09-23,2024W39,2024M09,2024Q3,2024-09-16,2024W38,2024M09,2024Q3,2024-09-16,,2024W38,2024M09,2024Q3,,,806690850.0,806690850.0,252,,0,252,252.0,0.0,252.0,$2260.00,$569520,HK2DUS,5HK2,EL PASO,US
"META PLATFORMS TECHNOLOGIES, LLC",WIWYNN INTERNATIONAL CORPORATION,WIWYNN INTERNATIONAL CORPORATION-BO,STONES,STONES,GENOA,96.0,100-000000789,60075790,ZOR,3000169794,50,1,2024-05-28,2024W38,2024-09-23,2024W39,2024M09,2024Q3,,2024-09-19,2024W38,2024M09,2024Q3,2024-09-23,2024W39,2024M09,2024Q3,2024-09-16,2024W38,2024M09,2024Q3,2024-09-16,,2024W38,2024M09,2024Q3,,,806690851.0,806690850.0,1098,252.0,0,1098,1098.0,1098.0,,$2260.00,$2481480,HK2DUS,5HK2,EL PASO,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,STONES,STONES,GENOA,32.0,100-000000800,1077542887,ZOR,3000201001,5,1,2024-08-16,2024W47,2024-11-25,2024W48,2024M12,2024Q4,2024-11-20,2024-11-21,2024W47,2024M11,2024Q4,2024-11-25,2024W48,2024M12,2024Q4,2024-11-19,2024W47,2024M11,2024Q4,2024-11-19,,2024W47,2024M11,2024Q4,,,,,408,,0,408,,,,$1350.00,$550800,HK2TW4,5HK2,TAOYUAN CITY,TW
"META PLATFORMS TECHNOLOGIES, LLC",KINGSTON TECHNOLOGY CO INC,"KINGSTON TECHNOLOGY COMPANY, INC",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,6000071125,ZREP,3000198635,10,1,2024-08-08,2024W21,2024-06-06,2024W23,2024M06,2024Q2,,,,,,,,,,2024-05-25,2024W21,2024M05,2024Q2,,,,,,,Z1,,,0,,3,3,,,,$0.00,$0,PENNA2,5PEN,CLAREMONT,US
"META PLATFORMS TECHNOLOGIES, LLC",KINGSTON TECHNOLOGY CO INC,"KINGSTON TECHNOLOGY COMPANY, INC",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,6000075496,ZREP,3000203275,10,1,2024-08-25,2024W27,2024-07-08,2024W28,2024M07,2024Q3,,,,,,,,,,2024-07-03,2024W27,2024M07,2024Q3,,,,,,,Z1,,,0,,2,2,,,,$0.00,$0,SINNA3,5SIN,CLAREMONT,US
"META PLATFORMS TECHNOLOGIES, LLC",KINGSTON TECHNOLOGY CO INC,"KINGSTON TECHNOLOGY COMPANY, INC",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,6000077055,ZREP,3000198637,10,1,2024-08-08,2024W28,2024-07-17,2024W29,2024M07,2024Q3,,,,,,,,,,2024-07-08,2024W28,2024M07,2024Q3,,,,,,,Z1,,,0,,1,1,,,,$0.00,$0,SUZNA3,5SUZ,CLAREMONT,US
"META PLATFORMS TECHNOLOGIES, LLC",KINGSTON TECHNOLOGY CO INC,"KINGSTON TECHNOLOGY COMPANY, INC",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,6000079579,ZREP,3000203272,10,1,2024-08-25,2024W30,2024-08-05,2024W32,2024M08,2024Q3,,,,,,,,,,2024-07-27,2024W30,2024M07,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$0.00,$0,SUZNA3,5SUZ,CLAREMONT,US
"META PLATFORMS TECHNOLOGIES, LLC",KINGSTON TECHNOLOGY CO INC,"KINGSTON TECHNOLOGY COMPANY, INC",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,6000079579,ZREP,3000203272,10,2,2024-08-25,2024W38,2024-08-05,2024W32,2024M08,2024Q3,2025-07-28,2024-09-23,2024W39,2024M09,2024Q3,2024-09-30,2024W40,2024M10,2024Q4,2024-07-27,2024W30,2024M07,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,1,,0,1,,,,$0.00,$0,SUZNA3,5SUZ,CLAREMONT,US
"META PLATFORMS TECHNOLOGIES, LLC",KINGSTON TECHNOLOGY CO INC,"KINGSTON TECHNOLOGY COMPANY, INC",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,6000079580,ZREP,3000204797,10,1,2024-08-28,2024W31,2024-08-05,2024W32,2024M08,2024Q3,,,,,,,,,,2024-07-31,2024W31,2024M08,2024Q3,,,,,,,Z1,,,0,,1,1,,,,$0.00,$0,SINNA3,5SIN,CLAREMONT,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,1,2024-06-04,2024W35,2024-09-09,2024W37,2024M09,2024Q3,,,,,,,,,,2024-08-29,2024W35,2024M09,2024Q3,,,,,,,,,,0,,0,0,,,,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634369,ZOR,3000177491,5,1,2024-06-14,2024W36,2024-09-16,2024W38,2024M09,2024Q3,,,,,,,,,,2024-09-05,2024W36,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634369,ZOR,3000177491,5,2,2024-06-14,2024W38,2024-09-16,2024W38,2024M09,2024Q3,2024-12-09,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-05,2024W36,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,5226,,0,5226,,,,$1200.00,$6271200,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634369,ZOR,3000177491,10,1,2024-06-14,2024W36,2024-09-16,2024W38,2024M09,2024Q3,,,,,,,,,,2024-09-05,2024W36,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634369,ZOR,3000177491,10,2,2024-06-14,2024W38,2024-09-16,2024W38,2024M09,2024Q3,2024-10-28,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-05,2024W36,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,4296,,0,4296,,,,$1200.00,$5155200,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634369,ZOR,3000177491,15,1,2024-06-14,2024W36,2024-09-16,2024W38,2024M09,2024Q3,,,,,,,,,,2024-09-05,2024W36,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634369,ZOR,3000177491,15,2,2024-06-14,2024W38,2024-09-16,2024W38,2024M09,2024Q3,2024-10-21,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-05,2024W36,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,600,,0,600,,,,$1200.00,$720000,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634539,ZOR,3000177843,5,1,2024-06-17,2024W36,2024-09-16,2024W38,2024M09,2024Q3,,,,,,,,,,2024-09-05,2024W36,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634539,ZOR,3000177843,5,2,2024-06-17,2024W38,2024-09-16,2024W38,2024M09,2024Q3,2024-11-25,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-05,2024W36,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,6,,0,6,,,,$1200.00,$7200,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634540,ZOR,3000177845,5,1,2024-06-17,2024W37,2024-09-23,2024W39,2024M09,2024Q3,,,,,,,,,,2024-09-12,2024W37,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634540,ZOR,3000177845,5,2,2024-06-17,2024W38,2024-09-23,2024W39,2024M09,2024Q3,2024-12-16,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-12,2024W37,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,9126,,0,9126,,,,$1200.00,$10951200,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634540,ZOR,3000177845,10,1,2024-06-17,2024W36,2024-09-16,2024W38,2024M09,2024Q3,,,,,,,,,,2024-09-05,2024W36,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
